focal_class,scene,cluster
bed,0000110-000003653244,0
bed,0000112-000150593994,1
bed,000011_2014-05-26_14-33-11_260595134347_rgbf000020-resize,0
bed,0000126-000004189500,8
bed,0000129-000124099998,1
bed,000012_2014-05-26_14-35-37_260595134347_rgbf000180-resize,0
bed,0000135-000004524660,0
bed,000013_2014-05-26_14-36-25_260595134347_rgbf000040-resize,0
bed,000014_2014-05-26_14-36-58_260595134347_rgbf000050-resize,3
bed,000015_2014-05-26_14-37-33_260595134347_rgbf000020-resize,3
bed,0000161-000005362560,2
bed,0000164-000005494705,2
bed,0000168-000006032880,4
bed,000016_2014-05-26_14-38-10_260595134347_rgbf000059-resize,3
bed,0000175-000005831784,1
bed,000017_2014-05-26_14-38-49_260595134347_rgbf000059-resize,0
bed,000018_2014-05-26_14-39-47_260595134347_rgbf000001-resize,0
bed,000019_2014-05-26_14-40-57_260595134347_rgbf000061-resize,0
bed,000020_2014-05-26_14-41-22_260595134347_rgbf000034-resize,0
bed,0000213-000076808998,2
bed,0000214-000007138908,2
bed,000021_2014-05-26_14-42-06_260595134347_rgbf000041-resize,3
bed,0000226-000265071014,2
bed,000022_2014-05-26_14-42-46_260595134347_rgbf000031-resize,3
bed,0000239-000010119043,3
bed,000023_2014-05-26_14-43-38_260595134347_rgbf000041-resize,3
bed,000024_2014-05-26_14-44-24_260595134347_rgbf000055-resize,0
bed,0000257-000009987768,2
bed,000025_2014-05-26_14-45-00_260595134347_rgbf000031-resize,0
bed,0000267-000011127312,3
bed,000026_2014-05-26_14-45-58_260595134347_rgbf000021-resize,0
bed,0000272-000009116352,6
bed,0000275-000013138272,2
bed,0000275-000127152000,1
bed,000027_2014-05-26_14-46-26_260595134347_rgbf000091-resize,0
bed,0000280-000009382561,0
bed,0000280-000535057983,3
bed,0000286-000009585576,2
bed,000029_2014-05-26_14-48-17_260595134347_rgbf000035-resize,0
bed,000030_2014-05-26_14-49-03_260595134347_rgbf000081-resize,3
bed,0000319-000010658088,2
bed,000031_2014-05-26_14-50-05_260595134347_rgbf000051-resize,1
bed,000032_2014-05-26_14-50-29_260595134347_rgbf000068-resize,0
bed,0000331-000013681687,0
bed,0000337-000011261376,4
bed,000033_2014-05-26_14-51-07_260595134347_rgbf000133-resize,3
bed,0000340-000011361924,0
bed,0000346-000011573375,8
bed,0000348-000016154712,2
bed,000034_2014-05-26_14-52-22_260595134347_rgbf000031-resize,0
bed,000035_2014-05-26_14-52-45_260595134347_rgbf000070-resize,0
bed,0000364-000014617577,9
bed,000036_2014-05-26_14-53-33_260595134347_rgbf000021-resize,3
bed,0000373-000015953616,0
bed,000037_2014-05-26_14-54-02_260595134347_rgbf000041-resize,0
bed,000038_2014-05-26_14-54-53_260595134347_rgbf000021-resize,0
bed,000039_2014-05-26_14-55-16_260595134347_rgbf000016-resize,0
bed,000041_2014-05-26_14-56-20_260595134347_rgbf000021-resize,0
bed,000042_2014-05-26_14-57-37_260595134347_rgbf000002-resize,3
bed,000043_2014-05-26_14-58-03_260595134347_rgbf000016-resize,0
bed,0000440-000014713524,1
bed,000044_2014-05-26_14-58-31_260595134347_rgbf000039-resize,0
bed,000045_2014-05-26_14-59-30_260595134347_rgbf000113-resize,0
bed,000046_2014-05-26_14-59-55_260595134347_rgbf000063-resize,0
bed,0000479-003197520020,1
bed,000047_2014-05-26_15-00-28_260595134347_rgbf000053-resize,0
bed,0000495-000016598301,2
bed,0000499-000021383208,0
bed,000049_2014-05-26_15-02-19_260595134347_rgbf000071-resize,0
bed,0000504-000016892064,0
bed,000050_2014-05-26_15-02-42_260595134347_rgbf000151-resize,0
bed,0000513-000022519963,3
bed,0000516-000021550788,1
bed,000051_2014-05-26_15-03-26_260595134347_rgbf000034-resize,0
bed,000052_2014-05-26_15-04-25_260595134347_rgbf000069-resize,0
bed,000053_2014-05-26_15-05-52_260595134347_rgbf000130-resize,0
bed,000054_2014-05-26_15-06-14_260595134347_rgbf000121-resize,0
bed,000055_2014-05-26_15-06-33_260595134347_rgbf000123-resize,0
bed,0000566-000100142998,2
bed,0000567-000025943530,0
bed,000056_2014-05-14_23-12-27_260595134347_rgbf000171-resize,0
bed,000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize,0
bed,0000586-000026209512,2
bed,000059_2014-05-16_20-31-30_260595134347_rgbf000076-resize,0
bed,0000619-000020754285,0
bed,0000652-000022254624,3
bed,0000660-000022087044,1
bed,0000661-000027751296,1
bed,0000671-000028354536,2
bed,0000681-003300541016,0
bed,0000688-000023025492,2
bed,0000699-000023394168,0
bed,0000716-000029867357,0
bed,0000723-000032847826,2
bed,0000760-000025438644,2
bed,0000805-000034420932,0
bed,0000826-000027668866,2
bed,0000841-000028589148,0
bed,0000851-000036096780,1
bed,0000864-000036163764,1
bed,0000871-000029158920,1
bed,0000878-000149867996,0
bed,0000885-000176498993,3
bed,0000911-000030499560,2
bed,0000912-000030533076,0
bed,0000937-000031485457,9
bed,0000938-000151399994,0
bed,0000944-000031605588,0
bed,0000990-000033270640,3
bed,0001016-000044271847,0
bed,0001034-000044341716,0
bed,0001035-000124279999,1
bed,0001045-000046356432,0
bed,0001061-000035526960,5
bed,0001073-000045682308,0
bed,0001166-000039046140,0
bed,0001184-000039663075,4
bed,0001195-000040018104,0
bed,0001221-000052083864,0
bed,000122_2014-04-13_23-36-57_094959634447_rgbf000223-resize,0
bed,000123_2014-04-13_23-37-59_094959634447_rgbf000226-resize,0
bed,0001320-000044207604,2
bed,0001320-000044274636,2
bed,0001334-000058821184,0
bed,0001362-000057570049,0
bed,0001388-000046486692,0
bed,0001413-000047324592,0
bed,0001422-000047626236,2
bed,0001433-000066797388,2
bed,0001447-000339665009,1
bed,0001449-000065693506,0
bed,0001474-000049492384,0
bed,0001477-000062708436,2
bed,0001540-000051594771,2
bed,0001569-000067199580,0
bed,0001594-000070518268,0
bed,0001626-000054586816,1
bed,0001632-000054664596,0
bed,0001658-000055549659,2
bed,000168_2014-05-12_16-15-57_260595134347_rgbf000289-resize,3
bed,0001732-000058026551,0
bed,0001745-000058518936,0
bed,000176_2014-05-12_16-22-15_260595134347_rgbf000436-resize,0
bed,000177_2014-05-12_16-23-16_260595134347_rgbf000211-resize,0
bed,0001800-000060295284,0
bed,0001835-000061505271,1
bed,0001857-000079432920,2
bed,0001865-000187539993,0
bed,0001887-000063224823,4
bed,0001899-000084221432,0
bed,000189_2014-05-12_16-59-00_260595134347_rgbf000242-resize,0
bed,0001900-000063646884,0
bed,0001910-000064049076,3
bed,000191_2014-05-12_17-07-38_260595134347_rgbf000199-resize,0
bed,0002009-000088113564,2
bed,000200_2014-06-02_14-52-29_260595134347_rgbf000269-resize,0
bed,0002034-000093109594,0
bed,000203_2014-06-02_15-26-14_260595134347_rgbf000108-resize,0
bed,000204_2014-06-02_15-26-40_260595134347_rgbf000101-resize,0
bed,000205_2014-06-02_15-27-02_260595134347_rgbf000144-resize,0
bed,000206_2014-06-02_15-27-22_260595134347_rgbf000073-resize,0
bed,0002076-000116884003,1
bed,000207_2014-06-02_15-28-11_260595134347_rgbf000106-resize,0
bed,0002083-000094950828,0
bed,000208_2014-06-02_15-28-40_260595134347_rgbf000053-resize,0
bed,000209_2014-06-02_15-29-16_260595134347_rgbf000097-resize,0
bed,000210_2014-06-02_15-32-43_260595134347_rgbf000055-resize,0
bed,0002114-000096829870,0
bed,000211_2014-06-02_15-33-18_260595134347_rgbf000066-resize,0
bed,000212_2014-06-02_15-34-44_260595134347_rgbf000043-resize,3
bed,000213_2014-06-02_15-36-21_260595134347_rgbf000240-resize,0
bed,0002158-000072304367,1
bed,000216_2014-06-02_15-39-05_260595134347_rgbf000117-resize,0
bed,000217_2014-06-02_15-39-24_260595134347_rgbf000012-resize,0
bed,000218_2014-06-02_15-39-45_260595134347_rgbf000068-resize,0
bed,000219_2014-06-02_15-40-07_260595134347_rgbf000132-resize,0
bed,000220_2014-06-02_15-40-30_260595134347_rgbf000032-resize,0
bed,0002212-000089327299,0
bed,000221_2014-06-02_15-40-46_260595134347_rgbf000060-resize,0
bed,000222_2014-06-02_15-41-10_260595134347_rgbf000130-resize,3
bed,000223_2014-06-02_15-41-43_260595134347_rgbf000022-resize,0
bed,0002249-000075411000,8
bed,000224_2014-06-02_15-42-06_260595134347_rgbf000047-resize,0
bed,000225_2014-06-02_15-42-54_260595134347_rgbf000075-resize,0
bed,000226_2014-06-02_15-43-22_260595134347_rgbf000060-resize,0
bed,000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize,0
bed,000228_2014-06-02_15-44-17_260595134347_rgbf000022-resize,0
bed,000229_2014-06-02_15-45-14_260595134347_rgbf000088-resize,0
bed,000231_2014-06-02_15-46-37_260595134347_rgbf000056-resize,0
bed,000232_2014-06-02_15-53-28_260595134347_rgbf000059-resize,0
bed,000233_2014-06-02_15-53-53_260595134347_rgbf000262-resize,0
bed,0002344-000078595020,0
bed,000234_2014-06-02_15-54-11_260595134347_rgbf000037-resize,0
bed,000235_2014-06-02_15-54-31_260595134347_rgbf000101-resize,0
bed,000236_2014-06-02_15-54-58_260595134347_rgbf000038-resize,0
bed,000237_2014-06-02_15-55-24_260595134347_rgbf000041-resize,0
bed,000238_2014-06-02_15-55-48_260595134347_rgbf000042-resize,0
bed,0002399-000080438400,2
bed,000239_2014-06-02_15-56-59_260595134347_rgbf000136-resize,0
bed,000240_2014-06-02_15-57-24_260595134347_rgbf000042-resize,0
bed,000241_2014-06-02_15-57-42_260595134347_rgbf000060-resize,0
bed,000242_2014-06-02_15-58-52_260595134347_rgbf000049-resize,0
bed,0002430-000210932007,3
bed,0002436-000202360992,0
bed,000243_2014-06-02_15-59-31_260595134347_rgbf000039-resize,0
bed,000244_2014-06-02_16-06-10_260595134347_rgbf000076-resize,3
bed,0002465-000246623001,1
bed,000247_2014-06-02_16-07-03_260595134347_rgbf000058-resize,0
bed,0002487-000083387808,1
bed,0002496-000104000148,3
bed,000249_2014-06-02_16-08-33_260595134347_rgbf000071-resize,0
bed,000250_2014-06-02_16-08-52_260595134347_rgbf000034-resize,0
bed,000251_2014-06-02_16-10-03_260595134347_rgbf000045-resize,0
bed,0002529-000111511536,0
bed,000252_2014-06-02_16-10-03_260595134347_rgbf000177-resize,0
bed,000253_2014-06-02_16-10-03_260595134347_rgbf000332-resize,0
bed,000254_2014-06-02_16-10-47_260595134347_rgbf000013-resize,0
bed,000255_2014-06-02_16-10-47_260595134347_rgbf000185-resize,0
bed,0002599-000087103638,2
bed,0002600-000207987000,9
bed,0002602-000113518692,2
bed,0002634-000088261275,2
bed,0002650-000088898365,3
bed,0002666-000089320140,1
bed,0002667-000089353656,2
bed,0002671-000369121002,0
bed,0002677-000114021432,0
bed,0002826-000094700866,1
bed,0002843-000095366953,9
bed,0002871-000132530645,0
bed,0002895-000217923004,9
bed,0002916-000128236020,0
bed,0002921-000127561896,2
bed,0002969-000379136993,3
bed,0002989-000100156163,4
bed,0003000-000138188614,0
bed,0003051-000102290832,0
bed,0003068-000398584991,1
bed,0003086-000135777120,0
bed,0003087-000128701440,0
bed,0003157-000105843528,3
bed,0003160-000134801352,2
bed,0003161-000351820007,0
bed,0003171-000227287994,1
bed,0003205-000107385264,2
bed,0003240-000388234009,3
bed,000328_2014-06-09_22-27-44_260595134347_rgbf000123-resize,0
bed,000329_2014-06-09_22-28-23_260595134347_rgbf000216-resize,0
bed,0003309-000158626007,2
bed,000330_2014-06-09_22-28-46_260595134347_rgbf000197-resize,0
bed,000331_2014-06-09_22-29-13_260595134347_rgbf000221-resize,0
bed,0003470-000116736228,1
bed,0003493-000117054855,0
bed,0003506-000117588061,8
bed,0003610-000120976227,0
bed,0003657-000170354996,2
bed,0003688-000123573492,0
bed,0003743-000125517420,0
bed,0003768-000258449005,2
bed,0003770-000165135692,0
bed,0003891-000130491721,7
bed,0003950-000180385258,2
bed,0003978-000254567993,0
bed,0004032-000183035995,1
bed,000403_2014-06-04_19-32-14_260595134347_rgbf001313-resize,0
bed,0004064-000136242540,1
bed,000406_2014-06-04_19-20-50_260595134347_rgbf000119-resize,0
bed,0004079-000136688603,0
bed,000408_2014-06-04_19-22-29_260595134347_rgbf000160-resize,0
bed,000410_2014-06-04_19-24-42_260595134347_rgbf000342-resize,0
bed,000414_2014-06-04_19-49-13_260595134347_rgbf000044-resize,1
bed,0004151-000139158432,0
bed,0004237-000192884580,2
bed,0004436-000177910087,0
bed,0004446-000282941986,0
bed,0004481-000150252228,3
bed,0004606-000206802101,0
bed,0004655-000156162214,0
bed,0004760-000213907493,0
bed,0004932-000277130005,6
bed,0005005-000167892814,0
bed,0005025-000168451416,4
bed,0005041-000169389864,0
bed,0005170-000208175035,0
bed,0005193-000174065571,3
bed,0005205-000174521223,5
bed,0005209-000422545013,0
bed,0005265-000288542999,9
bed,0005307-000178066062,0
bed,0005390-000180847890,4
bed,0005481-000320109985,0
bed,0005489-000296295990,1
bed,0005501-000184388499,2
bed,0005638-000188996323,4
bed,0005659-000189734076,0
bed,0005679-000252853085,0
bed,0005689-000229357147,0
bed,0005758-000242488998,0
bed,0005776-000306001007,5
bed,0005924-000198581899,4
bed,0005958-000480670013,3
bed,0005984-000200576727,0
bed,0006189-000207463639,4
bed,0006322-000211921668,3
bed,0006375-000213698016,2
bed,0006415-000215072172,0
bed,0006889-000382963013,2
bed,0006920-000232031268,8
bed,0007098-000237896568,0
bed,0007499-000251336484,4
bed,0007578-000253984248,2
bed,0007638-000255995208,0
bed,0007872-000263837952,0
bed,0008029-000269133480,4
bed,0008120-000272116404,0
bed,0008207-000275065812,2
bed,000821_2014-06-04_19-21-27_260595134347_rgbf000156-resize,2
bed,000823_2014-06-04_19-25-17_260595134347_rgbf000071-resize,0
bed,000827_2014-06-04_19-29-38_260595134347_rgbf000055-resize,0
bed,0008289-000353549845,0
bed,000828_2014-06-04_19-48-29_260595134347_rgbf000105-resize,0
bed,000829_2014-06-04_19-48-51_260595134347_rgbf000047-resize,0
bed,000830_2014-06-04_19-49-31_260595134347_rgbf000096-resize,0
bed,000831_2014-06-04_19-50-37_260595134347_rgbf000064-resize,3
bed,000833_2014-06-04_19-51-58_260595134347_rgbf000064-resize,0
bed,0008504-000285285402,0
bed,0008588-000287835408,0
bed,0008725-000292393584,0
bed,0008848-000376623893,0
bed,0009003-000302009886,2
bed,0009111-000388019333,0
bed,0009146-000306671400,0
bed,0009216-000308964421,9
bed,0009265-000310791078,2
bed,0009426-000316002781,5
bed,0009563-000320513508,3
bed,0009659-000323812009,3
bed,0010115-000339279678,0
bed,0010340-000346555440,5
bed,0010616-000452336537,0
bed,0010662-000357612930,1
bed,001091_2014-06-15_17-34-15_260595134347_rgbf000202-resize,3
bed,001092_2014-06-15_17-34-58_260595134347_rgbf000171-resize,0
bed,001093_2014-06-15_17-35-32_260595134347_rgbf000165-resize,0
bed,001094_2014-06-15_17-36-00_260595134347_rgbf000205-resize,3
bed,001098_2014-06-15_17-43-53_260595134347_rgbf000237-resize,3
bed,001099_2014-06-15_17-45-10_260595134347_rgbf000244-resize,0
bed,001100_2014-06-15_17-46-26_260595134347_rgbf000225-resize,0
bed,001101_2014-06-15_17-47-04_260595134347_rgbf000155-resize,0
bed,001102_2014-06-15_17-48-39_260595134347_rgbf000361-resize,0
bed,0011342-000380138472,4
bed,0011512-000492187061,0
bed,0011587-000495672725,0
bed,0011616-000389288340,0
bed,0011971-000401220036,2
bed,0011995-000523019540,0
bed,0012288-000532169006,2
bed,0012324-000537096260,0
bed,0012366-000534770020,2
bed,0012491-000418715388,3
bed,0012568-000421229088,1
bed,0012754-000547153301,0
bed,0013735-000590020265,3
bed,0014061-000603862373,0
bed,0015158-001341873047,2
bed,0015848-000531299043,1
bed,0016176-000542292291,1
bed,0016687-001393423950,2
bed,001691_2014-06-26_19-17-37_260595134347_rgbf000073-resize,3
bed,001692_2014-06-26_19-17-59_260595134347_rgbf000054-resize,3
bed,001693_2014-06-26_19-18-13_260595134347_rgbf000086-resize,3
bed,001694_2014-06-26_19-18-32_260595134347_rgbf000073-resize,5
bed,001695_2014-06-26_19-18-51_260595134347_rgbf000078-resize,0
bed,001696_2014-06-26_19-19-15_260595134347_rgbf000067-resize,3
bed,001697_2014-06-26_19-19-38_260595134347_rgbf000117-resize,3
bed,001727_2014-06-26_19-43-40_260595134347_rgbf000066-resize,3
bed,001728_2014-06-26_19-44-17_260595134347_rgbf000110-resize,3
bed,001729_2014-06-26_19-44-39_260595134347_rgbf000047-resize,3
bed,001730_2014-06-26_19-44-55_260595134347_rgbf000071-resize,3
bed,001731_2014-06-26_19-45-12_260595134347_rgbf000071-resize,0
bed,001732_2014-06-26_19-45-22_260595134347_rgbf000040-resize,3
bed,001733_2014-06-26_19-45-34_260595134347_rgbf000031-resize,1
bed,001734_2014-06-26_19-45-53_260595134347_rgbf000110-resize,5
bed,001735_2014-06-26_19-46-05_260595134347_rgbf000166-resize,5
bed,001736_2014-06-26_19-46-21_260595134347_rgbf000066-resize,5
bed,001737_2014-06-26_19-46-40_260595134347_rgbf000125-resize,3
bed,001738_2014-06-26_19-47-11_260595134347_rgbf000072-resize,5
bed,001739_2014-06-26_19-47-26_260595134347_rgbf000032-resize,5
bed,001740_2014-06-26_19-47-38_260595134347_rgbf000040-resize,3
bed,001741_2014-06-26_19-47-54_260595134347_rgbf000061-resize,3
bed,001742_2014-06-26_19-48-09_260595134347_rgbf000051-resize,3
bed,001743_2014-06-26_19-48-21_260595134347_rgbf000100-resize,1
bed,001744_2014-06-26_19-48-39_260595134347_rgbf000058-resize,9
bed,001745_2014-06-26_19-48-53_260595134347_rgbf000047-resize,9
bed,0017466-000585527931,3
bed,001746_2014-06-26_19-49-05_260595134347_rgbf000018-resize,1
bed,001747_2014-06-26_19-49-23_260595134347_rgbf000037-resize,2
bed,001748_2014-06-26_19-50-04_260595134347_rgbf000147-resize,1
bed,001749_2014-06-26_19-50-25_260595134347_rgbf000064-resize,1
bed,001750_2014-06-26_19-50-43_260595134347_rgbf000061-resize,1
bed,001751_2014-06-26_19-50-57_260595134347_rgbf000029-resize,1
bed,001752_2014-06-26_19-51-09_260595134347_rgbf000054-resize,7
bed,001753_2014-06-26_19-51-38_260595134347_rgbf000049-resize,1
bed,001754_2014-06-26_19-52-48_260595134347_rgbf000055-resize,1
bed,001755_2014-06-26_19-53-05_260595134347_rgbf000045-resize,1
bed,001756_2014-06-26_19-53-21_260595134347_rgbf000025-resize,1
bed,001757_2014-06-26_19-53-32_260595134347_rgbf000053-resize,0
bed,001758_2014-06-26_19-53-49_260595134347_rgbf000035-resize,1
bed,001759_2014-06-26_19-54-08_260595134347_rgbf000061-resize,7
bed,001761_2014-06-26_19-55-03_260595134347_rgbf000098-resize,7
bed,001762_2014-06-26_19-55-15_260595134347_rgbf000032-resize,1
bed,001763_2014-06-26_19-55-27_260595134347_rgbf000038-resize,1
bed,001764_2014-06-26_19-55-36_260595134347_rgbf000037-resize,1
bed,0017699-000593465022,2
bed,0017726-000594104616,1
bed,001784_2014-06-26_20-35-30_260595134347_rgbf000022-resize,2
bed,001785_2014-06-26_20-40-53_260595134347_rgbf000079-resize,1
bed,001786_2014-06-26_20-41-21_260595134347_rgbf000056-resize,1
bed,001787_2014-06-26_20-41-29_260595134347_rgbf000034-resize,1
bed,001788_2014-06-26_20-44-16_260595134347_rgbf000108-resize,1
bed,001789_2014-06-26_20-44-32_260595134347_rgbf000071-resize,1
bed,001790_2014-06-26_20-44-55_260595134347_rgbf000092-resize,1
bed,001792_2014-06-26_20-45-43_260595134347_rgbf000088-resize,1
bed,001793_2014-06-26_20-46-09_260595134347_rgbf000122-resize,1
bed,001795_2014-06-26_20-46-56_260595134347_rgbf000053-resize,1
bed,001796_2014-06-26_20-47-07_260595134347_rgbf000051-resize,1
bed,001797_2014-06-26_20-47-21_260595134347_rgbf000114-resize,1
bed,001798_2014-06-26_20-47-35_260595134347_rgbf000052-resize,1
bed,001799_2014-06-26_20-47-47_260595134347_rgbf000036-resize,1
bed,001800_2014-06-26_20-47-59_260595134347_rgbf000062-resize,2
bed,001801_2014-06-26_20-48-29_260595134347_rgbf000060-resize,1
bed,001802_2014-06-26_20-48-38_260595134347_rgbf000053-resize,9
bed,0018039-000604595124,6
bed,001803_2014-06-26_20-48-58_260595134347_rgbf000088-resize,1
bed,001804_2014-06-26_20-49-20_260595134347_rgbf000101-resize,1
bed,001805_2014-06-26_20-49-49_260595134347_rgbf000136-resize,1
bed,001806_2014-06-26_20-50-20_260595134347_rgbf000091-resize,1
bed,001807_2014-06-26_20-50-33_260595134347_rgbf000033-resize,2
bed,001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize,1
bed,001809_2014-06-26_20-51-19_260595134347_rgbf000043-resize,1
bed,001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize,1
bed,001811_2014-06-26_20-51-51_260595134347_rgbf000106-resize,1
bed,001812_2014-06-26_20-52-06_260595134347_rgbf000061-resize,1
bed,001813_2014-06-26_20-52-21_260595134347_rgbf000033-resize,1
bed,001814_2014-06-26_20-52-34_260595134347_rgbf000067-resize,1
bed,001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize,1
bed,001816_2014-06-26_20-53-15_260595134347_rgbf000044-resize,3
bed,001819_2014-06-26_20-54-00_260595134347_rgbf000106-resize,0
bed,001822_2014-06-26_20-55-32_260595134347_rgbf000086-resize,1
bed,001825_2014-06-26_20-56-47_260595134347_rgbf000102-resize,1
bed,001857_2014-06-22_13-39-51_260595134347_rgbf000049-resize,1
bed,001858_2014-06-22_13-40-10_260595134347_rgbf000120-resize,0
bed,001859_2014-06-22_13-40-27_260595134347_rgbf000104-resize,0
bed,001860_2014-06-22_13-41-02_260595134347_rgbf000113-resize,0
bed,001861_2014-06-22_13-41-32_260595134347_rgbf000083-resize,0
bed,001862_2014-06-22_13-41-50_260595134347_rgbf000053-resize,0
bed,001863_2014-06-22_13-42-03_260595134347_rgbf000056-resize,0
bed,001864_2014-06-22_13-42-43_260595134347_rgbf000068-resize,0
bed,001865_2014-06-22_13-43-01_260595134347_rgbf000067-resize,0
bed,001866_2014-06-22_13-43-17_260595134347_rgbf000038-resize,0
bed,001867_2014-06-22_13-43-30_260595134347_rgbf000082-resize,0
bed,001868_2014-06-22_13-43-48_260595134347_rgbf000058-resize,0
bed,001869_2014-06-22_13-44-03_260595134347_rgbf000072-resize,3
bed,001870_2014-06-22_13-44-27_260595134347_rgbf000029-resize,0
bed,001871_2014-06-22_13-45-18_260595134347_rgbf000021-resize,0
bed,001875_2014-06-22_13-49-00_260595134347_rgbf000082-resize,0
bed,001877_2014-06-22_13-49-29_260595134347_rgbf000039-resize,0
bed,001878_2014-06-22_13-49-41_260595134347_rgbf000052-resize,0
bed,001879_2014-06-22_13-49-56_260595134347_rgbf000029-resize,0
bed,001880_2014-06-22_13-50-11_260595134347_rgbf000047-resize,0
bed,001881_2014-06-22_13-50-30_260595134347_rgbf000067-resize,0
bed,001882_2014-06-22_13-50-45_260595134347_rgbf000030-resize,3
bed,001883_2014-06-22_13-51-08_260595134347_rgbf000033-resize,3
bed,001884_2014-06-22_13-51-32_260595134347_rgbf000021-resize,0
bed,001885_2014-06-22_13-52-14_260595134347_rgbf000018-resize,0
bed,001886_2014-06-22_13-53-06_260595134347_rgbf000066-resize,0
bed,001887_2014-06-22_13-53-27_260595134347_rgbf000020-resize,0
bed,001888_2014-06-22_13-53-53_260595134347_rgbf000059-resize,0
bed,001889_2014-06-22_13-54-08_260595134347_rgbf000075-resize,0
bed,001890_2014-06-22_13-54-42_260595134347_rgbf000018-resize,0
bed,001891_2014-06-22_13-55-03_260595134347_rgbf000043-resize,3
bed,0018925-000634555638,0
bed,001892_2014-06-22_13-55-19_260595134347_rgbf000048-resize,0
bed,001893_2014-06-22_13-55-56_260595134347_rgbf000056-resize,0
bed,001894_2014-06-22_13-56-14_260595134347_rgbf000078-resize,0
bed,001895_2014-06-22_13-56-33_260595134347_rgbf000032-resize,3
bed,001896_2014-06-22_13-56-47_260595134347_rgbf000082-resize,0
bed,001897_2014-06-22_13-57-11_260595134347_rgbf000069-resize,0
bed,001898_2014-06-22_13-57-30_260595134347_rgbf000044-resize,0
bed,001900_2014-06-22_13-58-31_260595134347_rgbf000026-resize,0
bed,001901_2014-06-22_13-58-52_260595134347_rgbf000066-resize,0
bed,001932_2014-06-22_14-22-04_260595134347_rgbf000033-resize,0
bed,001933_2014-06-22_14-22-14_260595134347_rgbf000047-resize,0
bed,001939_2014-06-22_14-24-54_260595134347_rgbf000061-resize,0
bed,001943_2014-06-24_15-41-07_260595134347_rgbf000041-resize,0
bed,001944_2014-06-24_15-41-30_260595134347_rgbf000043-resize,0
bed,001945_2014-06-24_15-41-44_260595134347_rgbf000040-resize,0
bed,001946_2014-06-24_15-42-13_260595134347_rgbf000055-resize,0
bed,001949_2014-06-24_15-43-18_260595134347_rgbf000036-resize,0
bed,001954_2014-06-24_15-44-40_260595134347_rgbf000085-resize,0
bed,001955_2014-06-24_15-47-06_260595134347_rgbf000042-resize,0
bed,001957_2014-06-24_15-48-00_260595134347_rgbf000038-resize,0
bed,001959_2014-06-24_15-48-32_260595134347_rgbf000059-resize,0
bed,001960_2014-06-24_15-49-38_260595134347_rgbf000048-resize,0
bed,001968_2014-06-24_15-59-49_260595134347_rgbf000030-resize,2
bed,001969_2014-06-24_16-00-00_260595134347_rgbf000019-resize,0
bed,001970_2014-06-24_16-14-07_260595134347_rgbf000050-resize,0
bed,001972_2014-06-24_16-14-31_260595134347_rgbf000031-resize,3
bed,001973_2014-06-24_16-14-44_260595134347_rgbf000027-resize,3
bed,001974_2014-06-24_16-14-53_260595134347_rgbf000062-resize,3
bed,001975_2014-06-24_16-15-18_260595134347_rgbf000034-resize,0
bed,001977_2014-06-24_16-16-09_260595134347_rgbf000028-resize,0
bed,001978_2014-06-24_16-16-21_260595134347_rgbf000109-resize,0
bed,001981_2014-06-24_16-17-49_260595134347_rgbf000036-resize,0
bed,001982_2014-06-24_16-18-15_260595134347_rgbf000033-resize,0
bed,001983_2014-06-24_16-18-31_260595134347_rgbf000040-resize,0
bed,001984_2014-06-24_16-18-42_260595134347_rgbf000037-resize,0
bed,001985_2014-06-24_16-18-56_260595134347_rgbf000060-resize,0
bed,001986_2014-06-24_16-19-19_260595134347_rgbf000039-resize,0
bed,001987_2014-06-24_16-19-38_260595134347_rgbf000061-resize,0
bed,001988_2014-06-24_16-19-50_260595134347_rgbf000056-resize,0
bed,001989_2014-06-24_16-20-01_260595134347_rgbf000036-resize,0
bed,001990_2014-06-24_16-20-15_260595134347_rgbf000040-resize,0
bed,001991_2014-06-24_16-20-31_260595134347_rgbf000054-resize,0
bed,001992_2014-06-24_16-20-49_260595134347_rgbf000037-resize,0
bed,001993_2014-06-24_16-21-06_260595134347_rgbf000030-resize,0
bed,001994_2014-06-24_16-21-18_260595134347_rgbf000023-resize,0
bed,001995_2014-06-24_16-21-28_260595134347_rgbf000077-resize,0
bed,001996_2014-06-24_16-21-46_260595134347_rgbf000036-resize,0
bed,001997_2014-06-24_16-21-59_260595134347_rgbf000026-resize,0
bed,001998_2014-06-24_16-22-19_260595134347_rgbf000063-resize,0
bed,001999_2014-06-24_16-22-56_260595134347_rgbf000075-resize,0
bed,002001_2014-06-24_16-23-22_260595134347_rgbf000048-resize,0
bed,002002_2014-06-24_16-23-41_260595134347_rgbf000031-resize,0
bed,002003_2014-06-24_16-24-02_260595134347_rgbf000023-resize,0
bed,002004_2014-06-24_16-24-10_260595134347_rgbf000038-resize,0
bed,002005_2014-06-24_16-24-29_260595134347_rgbf000040-resize,0
bed,002006_2014-06-24_16-24-47_260595134347_rgbf000062-resize,0
bed,002007_2014-06-24_16-25-03_260595134347_rgbf000038-resize,0
