split,stage,scene,classes_present
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0718,window|door|cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0723,chair|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0724,shelf|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0736,lamp|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0738,chair|table|window|cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0748,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0749,cabinet|box|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0750,table|bag|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0751,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0753,door|cabinet|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0755,table|window|door|cabinet|shelf|book|counter|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0757,cabinet|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0767,chair|table|window|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0796,cabinet|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0799,chair|table|door|paper|bottle|bag|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0801,cabinet|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0802,cabinet|mirror|counter|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0804,chair|table|shelf|curtain|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0807,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0812,table|door|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0814,door|cabinet|bag|counter|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0815,door|cabinet|box|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0822,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0824,chair|door|paper|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0825,door|picture|bottle|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0829,table|bed|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0831,door|picture|bag|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0835,table|picture|sofa|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0836,chair|keyboard
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\b3dodata\img_0841,chair|book|paper|sofa|bag|keyboard
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0001,chair|table|cabinet|book|paper|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0002,cabinet|paper|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0003,chair|table|door|box|book|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0004,chair|cabinet|desk|paper|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0005,chair|table|door|cabinet|shelf|paper|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0006,chair|table|box|monitor|keyboard
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0007,chair|shelf|monitor|counter|keyboard
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0009,chair|table|door|shelf|box|picture|paper|bottle|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0011,cabinet|shelf|box|paper|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0012,door|cabinet|shelf|box|paper|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0013,window|cabinet|desk|book|paper|monitor|counter|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0015,window|door|picture|book|sofa|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0016,table|cabinet|shelf|book|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0017,table|cabinet|shelf|box|paper|curtain|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0019,chair|table|door|bag|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0020,chair|table|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0021,table|window|door|paper|sofa|bottle|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0022,chair|table|desk|box|paper|sofa|monitor|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0023,chair|cabinet|shelf|desk|box|picture|book|paper|sofa|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0024,table|cabinet|shelf|box|book|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0025,cabinet|shelf|box|book|paper|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0026,chair|table|box|paper|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0027,chair|table|box|book|paper|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0028,table|box|sofa|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0029,window|door|desk|paper|monitor|keyboard
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0030,chair|door|desk|sofa|monitor|bottle|keyboard|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0031,chair|table|box|monitor|bottle|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0032,chair|desk|monitor|bottle|keyboard|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0034,chair|cabinet|shelf|desk|box|paper|keyboard
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0035,table|window|door|cabinet|picture|sofa|bag|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0036,table|window|door|cabinet|shelf|picture|paper|sofa|bag|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0037,window|cabinet|shelf|picture|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0038,window|cabinet|shelf|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0042,table|box|book|paper|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0044,door|cabinet|bottle|bag|mirror|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0045,door|cabinet|bottle|bag|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0046,door|cabinet|bottle|bag|mirror|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0047,cabinet|box|bottle|mirror|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0049,door|cabinet|shelf|bottle|mirror|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0052,chair|door|shelf|picture|book|lamp|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0053,chair|table|door|shelf|picture|book|paper|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0063,chair|table|desk|box|book|paper|monitor|bottle|keyboard|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0077,cabinet|desk|picture|bed|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0082,paper|bed|bottle|bag|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0086,shelf|picture|book|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0087,shelf|book|bag|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0090,shelf|book|lamp|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0091,shelf|box|picture|book|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0092,table|shelf|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0093,cabinet|desk|box|book|paper|lamp|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0094,window|picture|lamp|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0095,shelf|picture|lamp|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0096,shelf|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0097,table|shelf|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0098,table|cabinet|shelf|book|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0099,shelf|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0100,shelf|picture|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0101,light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0103,table|shelf|picture|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0104,shelf|picture|book|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0105,shelf|box|book|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0106,shelf|box|book|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0107,shelf|box|book|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0108,door|shelf|book|counter|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0109,cabinet|shelf|box|book|paper|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0110,cabinet|shelf|box|book|lamp|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0111,shelf|desk|box|picture|book|monitor|keyboard|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0112,shelf|desk|box|picture|book|paper|monitor|keyboard|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0114,shelf|picture|counter|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0116,shelf|box|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0117,chair|table|shelf|picture|book|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0118,chair|table|shelf|picture|paper|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0119,chair|table|shelf|picture|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0121,door|cabinet|shelf|monitor|bottle|bag|counter|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0122,picture|book|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0123,cabinet|shelf|desk|box|paper|monitor|bottle|counter|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0124,desk|box|paper|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0125,cabinet|bag|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0126,cabinet|box|picture|paper|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0127,cabinet|box|picture|bottle|bag|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0128,box|picture|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0129,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0130,cabinet|picture|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0131,cabinet|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0132,cabinet|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0133,cabinet|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0134,cabinet|box|picture|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0135,cabinet|box|bottle|bag|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0137,window|cabinet|box|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0138,window|cabinet|box|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0139,cabinet|box|bottle|bag|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0140,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0142,window|bottle|bag|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0143,window|cabinet|shelf|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0144,window|cabinet|shelf|bottle|bag|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0145,cabinet|box|bag|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0152,window|shelf|box|picture|book|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0153,shelf|picture|pillow|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0161,chair|cabinet|shelf|lamp|bottle|bag|counter|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0178,chair|window|picture|book|lamp|bed|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0182,shelf|box|book|bed|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0194,door|cabinet|picture|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0196,cabinet|curtain|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0197,cabinet|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0198,table|cabinet|box|bottle|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0199,table|cabinet|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0200,chair|table|shelf|picture|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0202,cabinet|picture|sofa|pillow|bag|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0203,cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0204,window|cabinet|box|counter|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0205,window|cabinet|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0206,cabinet|bottle|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0207,cabinet|shelf|box|picture|book|curtain|counter
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0216,chair|cabinet|shelf|desk|paper|monitor|keyboard|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0221,table|door|picture|lamp|pillow|bed|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0224,chair|table|window|picture|sofa|pillow|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0226,chair|table|door|shelf|box|sofa|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0227,table|door|shelf|bottle|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0228,table|door|shelf|box|picture|lamp|monitor|bottle|bag|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0229,chair|shelf|picture|book|sofa|pillow|bottle|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0231,table|window|shelf|book|sofa|pillow|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0232,table|shelf|desk|picture|paper|lamp|sofa|pillow|monitor|mirror|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0234,table|shelf|desk|box|lamp|monitor|bottle|mirror|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0235,chair|table|shelf|bottle|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0237,table|window|shelf|box|picture|sofa|pillow|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0238,chair|table|door|shelf|box|sofa|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0239,chair|table|shelf|bed|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0240,table|window|shelf|lamp|sofa|pillow|mirror|light
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0241,chair|table|window|cabinet|box|lamp|sofa|pillow|bottle|light|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0242,chair|table|window|cabinet|paper|lamp|sofa|pillow|cup
Surv-B,Stage 6 – Low-freq 21-24,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0244,chair|shelf|desk|sofa|pillow|light
