scene,scene_type
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_hall5_nov_2_2012_scan1_erika\0001077-000043135092,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_hall5_nov_2_2012_scan1_erika\0001857-000073835748,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_hall5_nov_2_2012_scan1_erika\0002214-000087912468,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_hall5_nov_2_2012_scan1_erika\0002463-000098201880,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_hall5_nov_2_2012_scan1_erika\0003109-000124277328,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_hall5_nov_2_2012_scan1_erika\0003721-000149414328,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0000005-000000201096,discussion_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0000321-000013171788,discussion_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0000563-000022924944,discussion_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0001280-000051815736,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0001444-000058552452,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0001576-000064551816,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_tea_nov_2_2012_scan1_erika\0001723-000070953372,office_kitchen
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000128-000005764752,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000315-000014881104,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000425-000019573344,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000538-000024299100,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000711-000031404492,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000805-000035292348,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0000953-000041559840,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0001093-000047994912,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0001579-000067266612,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0002173-000090158040,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0002667-000109362708,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0002891-000118110384,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0003153-000128634408,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0003351-000136309572,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0004077-000164697624,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0004287-000173076624,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0004473-000180282564,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0004947-000199587780,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0005243-000211452444,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0005462-000220099572,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0006157-000247783788,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0006325-000254654568,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0006650-000267424164,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0006903-000277747092,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0007111-000286193124,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0007601-000305565372,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0007865-000316055880,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0008385-000336735252,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0008526-000342198360,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0008854-000355336632,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_hj\lab_hj_work_nov_2_2012_scan1_erika\0009261-000371558376,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0000010-000000374803,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0000260-000010764763,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0000550-000022931071,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0001081-000046559851,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0001460-000064088719,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0001886-000083393935,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0002196-000097403623,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0002591-000114798427,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0003083-000136349215,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_bench_nov_2_2012_scan1_erika\0004108-000178478827,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_chem_nov_2_2012_scan1_erika\0000021-000000804384,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_chem_nov_2_2012_scan1_erika\0000445-000018199188,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_chem_nov_2_2012_scan1_erika\0000705-000029360016,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_chem_nov_2_2012_scan1_erika\0001023-000042900480,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_chem_nov_2_2012_scan1_erika\0002267-000095151924,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0000005-000000178186,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0000222-000008624218,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0000507-000021762490,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0000844-000036040306,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0001211-000051993922,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0001351-000057691642,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0001538-000065701966,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0001759-000075119962,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0002168-000092514766,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0002346-000100122898,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_hood_nov_2_2012_scan1_erika\0002670-000113797426,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_supply_nov_2_2012_scan1_erika\0000026-000001005480,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_supply_nov_2_2012_scan1_erika\0000678-000029695176,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_supply_nov_2_2012_scan1_erika\0000999-000044509248,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_supply_nov_2_2012_scan1_erika\0001415-000063680400,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_supply_nov_2_2012_scan1_erika\0002178-000098838684,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_koch\lab_koch_supply_nov_2_2012_scan1_erika\0002456-000111038508,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0000005-000000186849,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0000220-000008934525,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0000383-000016006401,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0001130-000051332265,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0001327-000059275557,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0001751-000077307165,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0002081-000091015209,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0002155-000094232745,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0002814-000122855409,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0003050-000133178337,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0003158-000138239253,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0003339-000146350125,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0003508-000154360449,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_pdl\lab_pdl_nov_2_2012_scan1_erika\0005190-000225179757,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0000005-000000165128,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0000476-000015951164,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0000888-000029759756,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0001428-000047891912,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0001537-000051545156,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0002259-000075743708,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0003216-000107818520,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0003514-000117806288,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0004378-000146764112,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0005096-000170828600,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0005435-000182190524,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0005685-000190569524,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0007377-000247278596,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0007499-000251367548,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0008635-000289441724,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0008826-000295843280,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0009426-000315952880,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0010612-000355702856,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0010931-000366394460,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0011579-000388112828,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0012281-000411641060,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0012539-000420288188,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0013339-000447100988,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0014713-000493219004,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0014760-000494794256,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0015288-000512490704,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0015571-000521975732,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0017252-000578383160,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0017888-000599699336,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0018081-000606167924,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0019181-000643035524,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0019456-000652252424,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0020299-000680506412,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0020867-000699577016,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0021315-000714592184,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0021756-000729372740,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0021943-000735640232,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0022192-000743985716,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0022938-000769022168,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0023231-000778842356,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0026029-000872687156,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0026426-000885993008,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0026827-000899432924,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2biolab\ne47_floor2\0027351-000916995308,lab
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0000080-000002647764,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0000140-000004658724,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0000582-000019472796,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0000667-000022321656,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0000788-000026377092,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0000879-000029427048,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0001028-000034420932,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0001377-000046118016,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0001447-000048464136,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2conf\ne47_floor2_conf_room\0001746-000058485420,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0000369-000012334092,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0000818-000027416292,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0001276-000042766620,corridor
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0002426-000081343536,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0002503-000083924268,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0002554-000085633584,dining_area
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_2corridor\ne47_floor2_corridor\0002584-000086639064,coffee_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0000005-000000134064,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0000158-000005262012,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0000414-000013842108,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0000627-000020981016,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0000726-000024299100,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0000936-000031337460,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0001336-000044777376,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0001417-000047492172,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_1\0001751-000058686516,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0000414-000013855232,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0000628-000021027656,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0000942-000031551680,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0001409-000047203652,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0001585-000053102468,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0001715-000057459548,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0001996-000066877544,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0002351-000078775724,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0002548-000085378376,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0002695-000090305228,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_ne47_huge_office\ne47_floor2_office_2\0003005-000100695188,office
