rank,class,scene_frequency,pct_of_scenes
8342,schoolhouse,1,0.01
8343,laptop',1,0.01
8344,patiodoor,1,0.01
8345,x-mastree,1,0.01
8346,wetwipes,1,0.01
8347,brownwall,1,0.01
8348,woodframe,1,0.01
8349,stovetophood,1,0.01
8350,dryingmat,1,0.01
8351,rflectedlight.,1,0.01
8352,walltile.,1,0.01
8353,refrigeratorfreezer,1,0.01
8354,handdrawnpicture,1,0.01
8355,kitchentiledwall,1,0.01
8356,printedpaper,1,0.01
8357,sippycup,1,0.01
8358,envelops,1,0.01
8359,thava,1,0.01
8360,greenobject,1,0.01
8361,blackclothes,1,0.01
8362,poaster,1,0.01
8363,bagtag,1,0.01
8364,hangingclothing,1,0.01
8365,closetdoorway,1,0.01
8366,studymaterial,1,0.01
8367,creeper,1,0.01
8368,tumler,1,0.01
8369,peocockfeather,1,0.01
8370,doorpanel,1,0.01
8371,shavingcreamcan,1,0.01
8372,bttle,1,0.01
8373,oldbook,1,0.01
8374,metalhangar,1,0.01
8375,security,1,0.01
8376,justbin,1,0.01
8377,microvovan,1,0.01
8378,sterio,1,0.01
8379,trolleybag,1,0.01
8380,towe;l,1,0.01
8381,hangingplanter,1,0.01
8382,headertrim,1,0.01
8383,uppercupboards,1,0.01
8384,threadroll,1,0.01
8385,mittens?,1,0.01
8386,scrissors,1,0.01
8387,medicalbottle?,1,0.01
8388,woodstrip,1,0.01
8389,doorhasp,1,0.01
8390,mitten,1,0.01
8391,meterboard,1,0.01
8392,brushes,1,0.01
8393,toolsbag,1,0.01
8394,alcoveframe,1,0.01
8395,alarmbox,1,0.01
8396,plasticstoragecontainer,1,0.01
8397,strap,1,0.01
8398,blouse,1,0.01
8399,wireclosetorganzer,1,0.01
8400,articleofclothing,1,0.01
8401,wireclosetorganizer,1,0.01
8402,shitrt,1,0.01
8403,insidecloset,1,0.01
8404,scarf/belt,1,0.01
8405,frameddocument,1,0.01
8406,decorativewallpanel,1,0.01
8407,brickmantle,1,0.01
8408,decorativebox,1,0.01
8409,decorativecontainer,1,0.01
8410,decorativestatue,1,0.01
8411,liddedbowl,1,0.01
8412,cuestick,1,0.01
8413,returnairvent,1,0.01
8414,sword,1,0.01
8415,atblelamp,1,0.01
8416,linencloset,1,0.01
8417,glasscoffeetable,1,0.01
8418,shelt,1,0.01
8419,cupset,1,0.01
8420,cdanditscover,1,0.01
8421,cornertrim,1,0.01
8422,chire,1,0.01
8423,showercabin,1,0.01
8424,fanblade,1,0.01
8425,bed.,1,0.01
8426,handiwork,1,0.01
8427,microwavestand,1,0.01
8428,diswasher,1,0.01
8429,cobord,1,0.01
8430,rangetop,1,0.01
8431,tvrack,1,0.01
8432,piloow,1,0.01
8433,toilerpaper,1,0.01
8434,handbasin,1,0.01
8435,loofahbackscrubber,1,0.01
8436,floss,1,0.01
8437,camerastrap,1,0.01
8438,pillwo,1,0.01
8439,switchcase,1,0.01
8440,cola,1,0.01
8441,showercleaner,1,0.01
8442,princessbed,1,0.01
8443,bedsham,1,0.01
8444,gascylinder,1,0.01
8445,carriers,1,0.01
8446,kitchensla,1,0.01
8447,chamberpot,1,0.01
8448,towle,1,0.01
8449,adjustfan,1,0.01
8450,watertub,1,0.01
8451,fower,1,0.01
8452,beddrape,1,0.01
8453,showertowle,1,0.01
8454,blackdress,1,0.01
8455,handtowle,1,0.01
8456,deskclock,1,0.01
8457,rtyuj,1,0.01
8458,dressindtable,1,0.01
8459,placema,1,0.01
8460,vinylplayer,1,0.01
8461,nightsyand,1,0.01
8462,greenplasticbag,1,0.01
8463,electriccooker,1,0.01
8464,sugarbowl,1,0.01
8465,creamerpitcher,1,0.01
8466,soapbox.,1,0.01
8467,dogtoy,1,0.01
8468,plasticjar,1,0.01
8469,coffeeurn,1,0.01
8470,doggiebowl,1,0.01
8471,lettuce,1,0.01
8472,silverwear,1,0.01
8473,blackfabric,1,0.01
8474,bedskirts,1,0.01
8475,gardentub,1,0.01
8476,pumpdispenser,1,0.01
8477,waterjet,1,0.01
8478,flushtankcover,1,0.01
8479,weall,1,0.01
8480,cleaningpaper,1,0.01
8481,toiletbag,1,0.01
8482,powserbox,1,0.01
8483,makeupitems,1,0.01
8484,portableheater,1,0.01
8485,salb,1,0.01
8486,officetablw,1,0.01
8487,treasurechest,1,0.01
8488,divingwall,1,0.01
8489,softtoy,1,0.01
8490,powderbox,1,0.01
8491,basincleaner,1,0.01
8492,scrabpad,1,0.01
8493,electornicitem,1,0.01
8494,windowgrill,1,0.01
8495,handrial,1,0.01
8496,hamstertoy,1,0.01
8497,toyhelicopter,1,0.01
8498,legoperson,1,0.01
8499,lobster,1,0.01
8500,stegosaurus,1,0.01
8501,dinosaur,1,0.01
8502,toycow,1,0.01
8503,coffietable,1,0.01
8504,toothbrushcup,1,0.01
8505,mixergrinder,1,0.01
8506,gasoven,1,0.01
8507,nightlight,1,0.01
8508,tablecoveredwithcloth,1,0.01
8509,islandcountertop,1,0.01
8510,unidentifieable,1,0.01
8511,islandcabinets,1,0.01
8512,woodenspoonrack,1,0.01
8513,woodenhead,1,0.01
8514,cooldrinksbottles,1,0.01
8515,potatos,1,0.01
8516,cooldrinksbottle,1,0.01
8517,sup,1,0.01
8518,jarlid,1,0.01
8519,jer,1,0.01
8520,thermomether,1,0.01
8521,rolldownshade,1,0.01
8522,largedrawerunit,1,0.01
8523,bentwoodchair,1,0.01
8524,multi-panedwindow,1,0.01
8525,smalldrawerunit,1,0.01
8526,woodrockingchair,1,0.01
8527,suuplies,1,0.01
8528,faccade,1,0.01
8529,cookiepot,1,0.01
8530,tissuepaperstand,1,0.01
8531,luggauge,1,0.01
8532,largedesk,1,0.01
8533,knick-knack,1,0.01
8534,tomato,1,0.01
8535,knocb,1,0.01
8536,pbject,1,0.01
8537,booka,1,0.01
8538,ethernetcord,1,0.01
8539,wirellesrouter,1,0.01
8540,hanndicraft,1,0.01
8541,cornerofchair,1,0.01
8542,objectontable,1,0.01
8543,chairbywindow,1,0.01
8544,log,1,0.01
8545,telephonecharger,1,0.01
8546,toiletcleanerbrushholder,1,0.01
8547,mirrir,1,0.01
8548,cosmeticbottle,1,0.01
8549,toiletseatcover,1,0.01
8550,cistern,1,0.01
8551,toiletcleanerbrush,1,0.01
8552,tissuepapaer,1,0.01
8553,bidet,1,0.01
8554,wateroutlet,1,0.01
8555,facepowder,1,0.01
8556,fleshtank,1,0.01
8557,piggybank,1,0.01
8558,teddypear,1,0.01
8559,mirowave,1,0.01
8560,furnance,1,0.01
8561,rooflight,1,0.01
8562,barrodwindow,1,0.01
8563,watrobe,1,0.01
8564,wallarts,1,0.01
8565,nicknack,1,0.01
8566,musicsystem,1,0.01
8567,ironpieace,1,0.01
8568,framedmirror,1,0.01
8569,vaccumport,1,0.01
8570,flowerbouquet,1,0.01
8571,counch,1,0.01
8572,darkitems,1,0.01
8573,collectionofbottles,1,0.01
8574,tissuebox.,1,0.01
8575,juck,1,0.01
8576,scarves,1,0.01
8577,beadlamb,1,0.01
8578,bedandcot,1,0.01
8579,washtub,1,0.01
8580,bathtow,1,0.01
8581,phone',1,0.01
8582,towelring,1,0.01
8583,hsndel,1,0.01
8584,teepoihandle,1,0.01
8585,sidedrawer,1,0.01
8586,courtesynote,1,0.01
8587,bedsidestand,1,0.01
8588,t.v.,1,0.01
8589,woodenpanelwall,1,0.01
8590,dwsk,1,0.01
8591,apainting,1,0.01
8592,soapboxwithsoap,1,0.01
8593,washbasinstand,1,0.01
8594,woodmirrorstand,1,0.01
8595,handheldshowerhead,1,0.01
8596,pipevalve,1,0.01
8597,switchholder,1,0.01
8598,businesstag,1,0.01
8599,ramotecontrol,1,0.01
8600,windowdoor,1,0.01
8601,softpillow,1,0.01
8602,sidewalltable,1,0.01
8603,entrancetobathroom,1,0.01
8604,motelselfservecoffeetray,1,0.01
8605,motelcoatstorage,1,0.01
8606,motelfurniture,1,0.01
8607,perfumebottles,1,0.01
8608,cupboardrack,1,0.01
8609,playwoodworkwall,1,0.01
8610,woodencupboarddoor,1,0.01
8611,toiletseatcoverdispenser,1,0.01
8612,cupandsaucer,1,0.01
8613,hotwaterkettle,1,0.01
8614,cflbulb,1,0.01
8615,shadowofmirror,1,0.01
8616,woodenmirrorframe,1,0.01
8617,wallwoodenwork,1,0.01
8618,cot',1,0.01
8619,mattess,1,0.01
8620,klosetduduk,1,0.01
8621,towelreflection,1,0.01
8622,tubereflection,1,0.01
8623,coster,1,0.01
8624,toothbrushreflection,1,0.01
8625,counterreflection,1,0.01
8626,lotionreflection,1,0.01
8627,faucetrefletion,1,0.01
8628,toiletlidreflection,1,0.01
8629,sinkreflection,1,0.01
8630,capreflection,1,0.01
8631,firefightingequpments,1,0.01
8632,fireplacetool,1,0.01
8633,dorframe,1,0.01
8634,tableknob,1,0.01
8635,tope,1,0.01
8636,outet,1,0.01
8637,curton,1,0.01
8638,lamptable,1,0.01
8639,safetyfire,1,0.01
8640,outsidebuilding,1,0.01
8641,woodenwork,1,0.01
8642,sconce,1,0.01
8643,sittingbed,1,0.01
8644,showbha,1,0.01
8645,plugpoit,1,0.01
8646,bedcurtain,1,0.01
8647,chairpilow,1,0.01
8648,braket,1,0.01
8649,cookiebag,1,0.01
8650,sinkbowl,1,0.01
8651,toiletrytray,1,0.01
8652,auxiliaryhandle,1,0.01
8653,hallwall,1,0.01
8654,suitcasewithjacketontop,1,0.01
8655,sconcelamp,1,0.01
8656,plasticcard,1,0.01
8657,doorpanal,1,0.01
8658,curtosy,1,0.01
8659,compement,1,0.01
8660,faucetcontrol,1,0.01
8661,faucetplungercontrol,1,0.01
8662,whitefile,1,0.01
8663,seatback,1,0.01
8664,inlay,1,0.01
8665,trashcanpedal,1,0.01
8666,tubframe,1,0.01
8667,woodenwallstand,1,0.01
8668,emergencycylinder,1,0.01
8669,chaincloser,1,0.01
8670,cotwithbed,1,0.01
8671,sheers,1,0.01
8672,roomseeling,1,0.01
8673,poto,1,0.01
8674,telephhone,1,0.01
8675,timepease,1,0.01
8676,lanb,1,0.01
8677,shirtreflection,1,0.01
8678,shavingblade,1,0.01
8679,doornobereflection,1,0.01
8680,roofreflection,1,0.01
8681,trimmer,1,0.01
8682,pipereflection,1,0.01
8683,airfanreflection,1,0.01
8684,hangerreflection,1,0.01
8685,wallreflection,1,0.01
8686,plasticziplockbagwithtoiletries,1,0.01
8687,tubeoftoothpaste,1,0.01
8688,bottleofmouthwash,1,0.01
8689,emptytoothpastebox,1,0.01
8690,bodyspray,1,0.01
8691,plasticbagreflection,1,0.01
8692,plasticbagwithtoiletries,1,0.01
8693,shavingracer,1,0.01
8694,washarea,1,0.01
8695,soapstand,1,0.01
8696,mcb,1,0.01
8697,shavingset,1,0.01
8698,tablelamps,1,0.01
8699,glasstop,1,0.01
8700,towelpaperrolls,1,0.01
8701,colagate,1,0.01
8702,lightspottedarea,1,0.01
8703,decorframe,1,0.01
8704,t.vremote,1,0.01
8705,regulatorswitch,1,0.01
8706,longlamp,1,0.01
8707,smilieface,1,0.01
8708,baggagetag,1,0.01
8709,drawstringbag,1,0.01
8710,edgeofapicture,1,0.01
8711,cornerofpitcuremissing,1,0.01
8712,paintings,1,0.01
8713,glass&mug,1,0.01
8714,laptoap,1,0.01
8715,desktabe,1,0.01
8716,chestcabinet,1,0.01
8717,washbse,1,0.01
8718,bedhandle,1,0.01
8719,picturetile,1,0.01
8720,clothcupboard,1,0.01
8721,sofaimage,1,0.01
8722,floorofbathtab,1,0.01
8723,bathtab,1,0.01
8724,toin,1,0.01
8725,mineralwaterbottle,1,0.01
8726,dufflebag,1,0.01
8727,trallybag,1,0.01
8728,spongeseat,1,0.01
8729,ventileter,1,0.01
8730,selftable,1,0.01
8731,hotfaucetknob,1,0.01
8732,mirror-rightpanel,1,0.01
8733,showercurtain(reflection),1,0.01
8734,hotelinformation,1,0.01
8735,coldfaucetknob,1,0.01
8736,mirror-centerpanel,1,0.01
8737,flowerphoto,1,0.01
8738,wastepasket,1,0.01
8739,whitecupboard,1,0.01
8740,oneofthemmagicalremoteviewingdevices.,1,0.01
8741,vhsremotecontrol,1,0.01
8742,televisionremotecontrol,1,0.01
8743,backgroundobject,1,0.01
8744,backroomwall,1,0.01
8745,suitcaseholder,1,0.01
8746,clothingpile,1,0.01
8747,classplate,1,0.01
8748,doorlocksocat,1,0.01
8749,shavingrazor,1,0.01
8750,locationbook,1,0.01
8751,washroom,1,0.01
8752,mirrorreflection,1,0.01
8753,savemachine,1,0.01
8754,curtosynote,1,0.01
8755,officechai,1,0.01
8756,bathroomtissue,1,0.01
8757,blazer,1,0.01
8758,lapetop,1,0.01
8759,whitebag,1,0.01
8760,cloak,1,0.01
8761,blotter,1,0.01
8762,curatin,1,0.01
8763,seater,1,0.01
8764,trimboard,1,0.01
8765,closetrod,1,0.01
8766,sinktap,1,0.01
8767,fingers,1,0.01
8768,bed-sidetable,1,0.01
8769,upstairs,1,0.01
8770,electronicdevices,1,0.01
8771,laboratoryequipment,1,0.01
8772,handglows,1,0.01
8773,bandagecotton,1,0.01
8774,tubeligtht,1,0.01
8775,spareparts,1,0.01
8776,computerizedequipment,1,0.01
8777,shelfleg,1,0.01
8778,turbine,1,0.01
8779,gauge,1,0.01
8780,harddriveequipment,1,0.01
8781,metalpipes,1,0.01
8782,skullandcrossbones,1,0.01
8783,brassgasvalve,1,0.01
8784,tilre,1,0.01
8785,whitetile,1,0.01
8786,metalframe,1,0.01
8787,boltandbracket,1,0.01
8788,boxoflabparts,1,0.01
8789,steelcubboard,1,0.01
8790,shirtswithstand,1,0.01
8791,grip,1,0.01
8792,smallbulb,1,0.01
8793,cadboard,1,0.01
8794,schooldesktop,1,0.01
8795,schoolchair,1,0.01
8796,backback,1,0.01
8797,walldecorate,1,0.01
8798,llight,1,0.01
8799,writingstand,1,0.01
8800,aircooleroutlet,1,0.01
8801,techerdesk,1,0.01
8802,recycletrashcan,1,0.01
8803,chairgallery,1,0.01
8804,asile,1,0.01
8805,rowyourboat,1,0.01
8806,dustbox,1,0.01
8807,cab-board,1,0.01
8808,audiosystem,1,0.01
8809,cablepoint,1,0.01
8810,styrofoamcoffeecup,1,0.01
8811,foldingseatanddesk,1,0.01
8812,theaterseating,1,0.01
8813,poit,1,0.01
8814,stable,1,0.01
8815,wallreceptacle,1,0.01
8816,firealarmindicatorlight,1,0.01
8817,floorcover,1,0.01
8818,fkoor,1,0.01
8819,outletplate,1,0.01
8820,outlet-late,1,0.01
8821,electriclight,1,0.01
8822,metalthing,1,0.01
8823,lightsconce,1,0.01
8824,piug,1,0.01
8825,computor,1,0.01
8826,component,1,0.01
8827,equiment,1,0.01
8828,officeappliance,1,0.01
8829,doublelightswitch,1,0.01
8830,whitebroad,1,0.01
8831,dester,1,0.01
8832,telephonejack,1,0.01
8833,telecom,1,0.01
8834,minutehand,1,0.01
8835,tabledeskcounter,1,0.01
8836,unknownobjects,1,0.01
8837,counter#,1,0.01
8838,trayrack,1,0.01
8839,standwithmechanicalinstrument,1,0.01
8840,doorwedge,1,0.01
8841,aircompressor,1,0.01
8842,airpump,1,0.01
8843,metalcontainer,1,0.01
8844,boxfan,1,0.01
8845,applecomputer,1,0.01
8846,wastagepucket,1,0.01
8847,cycleaheel,1,0.01
8848,wd-,1,0.01
8849,collapsibletable,1,0.01
8850,storagestand,1,0.01
8851,drian,1,0.01
8852,plasticcircle,1,0.01
8853,digitalboard,1,0.01
8854,tableoutlet,1,0.01
8855,cableandwires,1,0.01
8856,tabledoor,1,0.01
8857,kewboard,1,0.01
8858,cupnoodle,1,0.01
8859,saftetypinbox,1,0.01
8860,daiperstation,1,0.01
8861,handdrier,1,0.01
8862,soapdispencer,1,0.01
8863,stale,1,0.01
8864,staledoor,1,0.01
8865,toiler,1,0.01
8866,boardpen,1,0.01
8867,whiteplate,1,0.01
8868,floppy,1,0.01
8869,aesel,1,0.01
8870,desksupport,1,0.01
8871,refusecan,1,0.01
8872,lightplate,1,0.01
8873,harddiskdrive,1,0.01
8874,harddisk,1,0.01
8875,speakermodule,1,0.01
8876,bookrest,1,0.01
8877,seaker,1,0.01
8878,bluecup,1,0.01
8879,montior,1,0.01
8880,officejunk,1,0.01
8881,notebookmessage,1,0.01
8882,video,1,0.01
8883,post-itnotes,1,0.01
8884,officetrashcan,1,0.01
8885,clipboard?,1,0.01
8886,officetechnology,1,0.01
8887,movingbox,1,0.01
8888,runningboard,1,0.01
8889,browntable,1,0.01
8890,scaffold,1,0.01
8891,pt,1,0.01
8892,zbox,1,0.01
8893,filecabneit,1,0.01
8894,rolledupposter,1,0.01
8895,drawerwithshelf,1,0.01
8896,electical,1,0.01
8897,desktopmessy,1,0.01
8898,esk,1,0.01
8899,windowbench,1,0.01
8900,show,1,0.01
8901,singlecouch,1,0.01
8902,softcovertextbook,1,0.01
8903,dimmerswitch,1,0.01
8904,check,1,0.01
8905,reciept,1,0.01
8906,tallplant,1,0.01
8907,2plugins,1,0.01
8908,clamp,1,0.01
8909,stairwall,1,0.01
8910,posts,1,0.01
8911,electronicaldevice,1,0.01
8912,pinknotice,1,0.01
8913,toser,1,0.01
8914,walloutlwt,1,0.01
8915,shutwindow,1,0.01
8916,fileandpaper,1,0.01
8917,computermonitor.,1,0.01
8918,teeshirt,1,0.01
8919,scroll,1,0.01
8920,pencontainer,1,0.01
8921,amazonbox,1,0.01
8922,post-itâ©,1,0.01
8923,familyphoto,1,0.01
8924,bluetoothspeaker,1,0.01
8925,bluebasket,1,0.01
8926,witchdummy,1,0.01
8927,warp,1,0.01
8928,whiteboardfortcoupling,1,0.01
8929,freestandingdryeraseboard,1,0.01
8930,garbagebagsroll,1,0.01
8931,storagecloset,1,0.01
8932,storagecounter,1,0.01
8933,firealam,1,0.01
8934,basebpard,1,0.01
8935,solutionbottle,1,0.01
8936,table(tippedover),1,0.01
8937,cabinetpulls,1,0.01
8938,wast,1,0.01
8939,networkcover,1,0.01
8940,rubbishbin,1,0.01
8941,wall/backsplash,1,0.01
8942,sink/basin,1,0.01
8943,sink/countertop,1,0.01
8944,papertowel/wastebasket,1,0.01
8945,restroomdevider,1,0.01
8946,tailes,1,0.01
8947,wastpaper,1,0.01
8948,pipewalve,1,0.01
8949,chair],1,0.01
8950,whiteoard,1,0.01
8951,taile,1,0.01
8952,redcolorobject,1,0.01
8953,pillor,1,0.01
8954,outsidefloor,1,0.01
8955,pottedfern,1,0.01
8956,metalfloorsupportbeam,1,0.01
8957,floorheater,1,0.01
8958,planterstand,1,0.01
8959,documentholder,1,0.01
8960,colender,1,0.01
8961,sweepingmechine,1,0.01
8962,gutter,1,0.01
8963,giantclipboard,1,0.01
8964,unidentifiableequipment,1,0.01
8965,bathroomstalldivider,1,0.01
8966,urinaldivider,1,0.01
8967,conferencecaller,1,0.01
8968,conferencecalldevice,1,0.01
8969,confrencephone,1,0.01
8970,callendar,1,0.01
8971,taible,1,0.01
8972,coffeebup,1,0.01
8973,whiteborad,1,0.01
8974,ightswitch,1,0.01
8975,glasswithwindow,1,0.01
8976,sheetmusicstand,1,0.01
8977,metalsheetwithstand,1,0.01
8978,input,1,0.01
8979,musicalkeyboard,1,0.01
8980,classroomwritingboard,1,0.01
8981,redcolourchair,1,0.01
8982,bluecolourchair,1,0.01
8983,shuder,1,0.01
8984,a4sheet,1,0.01
8985,sharpies,1,0.01
8986,officecabin,1,0.01
8987,officematerials,1,0.01
8988,woodenboxes,1,0.01
8989,multiplepowerplug,1,0.01
8990,hleving,1,0.01
8991,legos,1,0.01
8992,poolballs,1,0.01
8993,poolstick,1,0.01
8994,cooldrinksglass,1,0.01
8995,rounddesign,1,0.01
8996,woodshelfwithdoof,1,0.01
8997,grilledbin,1,0.01
8998,fullywhole,1,0.01
8999,dravers,1,0.01
9000,sa4paper,1,0.01
9001,ga4paper,1,0.01
9002,wordsa4paper,1,0.01
9003,lightonoroff,1,0.01
9004,emptywhole,1,0.01
9005,tabletenniscort,1,0.01
9006,foosball,1,0.01
9007,carpetedflloor,1,0.01
9008,dryeraseboardwithshelf,1,0.01
9009,anotherroom,1,0.01
9010,handlewithtool,1,0.01
9011,lineoleumfloor,1,0.01
9012,officespacewall/window,1,0.01
9013,coarkboardpresentation,1,0.01
9014,shetter,1,0.01
9015,walloulet,1,0.01
9016,flores,1,0.01
9017,bikehelmet,1,0.01
9018,desk(front),1,0.01
9019,deskchair(front),1,0.01
9020,doorwindow/safetyglass,1,0.01
9021,intercomsystem,1,0.01
9022,windowjam,1,0.01
9023,stackablechairs,1,0.01
9024,doorjams,1,0.01
9025,keg,1,0.01
9026,writingpadwithchair,1,0.01
9027,writingpadwithchairs,1,0.01
9028,flourescents,1,0.01
9029,woodtable/desk,1,0.01
9030,pulldownprojectorscreen,1,0.01
9031,classroomfloor,1,0.01
9032,oxygencylinder.,1,0.01
9033,fittings,1,0.01
9034,pieceofelectricalequipmwnt,1,0.01
9035,hardwarestorageandhardware,1,0.01
9036,topofdrawerswithmisc.suppliesandhardware,1,0.01
9037,shelvesforelectricalshop,1,0.01
9038,scaleandknife,1,0.01
9039,filewithpaper,1,0.01
9040,teethknife,1,0.01
9041,insulatingtape,1,0.01
9042,electronicequipments,1,0.01
9043,halfofabox,1,0.01
9044,misc.itemsinabox,1,0.01
9045,boxofbandaids,1,0.01
9046,beltorstrap,1,0.01
9047,unknownitems,1,0.01
9048,tabletob,1,0.01
9049,electricalitem,1,0.01
9050,roundobject,1,0.01
9051,metalpipe,1,0.01
9052,visegrip,1,0.01
9053,copperpipe,1,0.01
9054,metaldresser,1,0.01
9055,boxcover,1,0.01
9056,electronicmaterials,1,0.01
9057,tester,1,0.01
9058,textandcircuitimage,1,0.01
9059,framehandle,1,0.01
9060,extensionplug,1,0.01
9061,cabinettable,1,0.01
9062,electroniceqipment,1,0.01
9063,mattress??,1,0.01
9064,electricaltape,1,0.01
9065,plasticbaggie,1,0.01
9066,specializedtestequipment,1,0.01
9067,plasticstoragecontainers,1,0.01
9068,equipment??,1,0.01
9069,electricaltools,1,0.01
9070,rollingutilitycart,1,0.01
9071,foodcrumbs,1,0.01
9072,cockroach,1,0.01
9073,electricaldevice??,1,0.01
9074,unidentifiedobject/equipment,1,0.01
9075,table/counter,1,0.01
9076,wheelstand,1,0.01
9077,screwwithhandle,1,0.01
9078,computet,1,0.01
9079,chartbox,1,0.01
9080,ammplifir,1,0.01
9081,steeldrawers,1,0.01
9082,bookwithshelf,1,0.01
9083,peg,1,0.01
9084,flerack,1,0.01
9085,overheadcart,1,0.01
9086,classprojector,1,0.01
9087,horsepicture/statue?,1,0.01
9088,alarmsystem,1,0.01
9089,maindesk,1,0.01
9090,presentationscreen,1,0.01
9091,rowofconnectedstudentdesks,1,0.01
9092,desj,1,0.01
9093,setof4connectedstudentdesks,1,0.01
9094,rowofstudentdesks,1,0.01
9095,setofthreeconnectedstudentdesks,1,0.01
9096,stepup,1,0.01
9097,rowof4ofconnectedstudentdesks,1,0.01
9098,fireextiniguisercabinet,1,0.01
9099,memosheet,1,0.01
9100,nomberplate,1,0.01
9101,officephone,1,0.01
9102,desk/officetable,1,0.01
9103,recyclebion,1,0.01
9104,officefloor,1,0.01
9105,biohazardequipment,1,0.01
9106,desklmap,1,0.01
9107,cdrack,1,0.01
9108,emptyspace,1,0.01
9109,brownpaper,1,0.01
9110,headcushion,1,0.01
9111,inandoutfilestand,1,0.01
9112,beverage,1,0.01
9113,whiteboxes,1,0.01
9114,vacumncleaner,1,0.01
9115,picture(back),1,0.01
9116,plant(ivy),1,0.01
9117,paperwithbin,1,0.01
9118,keyboard\,1,0.01
9119,drawings,1,0.01
9120,switchstand,1,0.01
9121,soffetceiling,1,0.01
9122,rackofchairs,1,0.01
9123,woodstep,1,0.01
9124,switchnbox,1,0.01
9125,plainglass,1,0.01
9126,teaport,1,0.01
9127,straws,1,0.01
9128,chahir,1,0.01
9129,curtaine,1,0.01
9130,handkerchief,1,0.01
9131,spoonandtissueinglass,1,0.01
9132,waitingroomchair,1,0.01
9133,mimiblinds,1,0.01
9134,charis,1,0.01
9135,irontool,1,0.01
9136,fanregulator,1,0.01
9137,uensils,1,0.01
9138,cand;e,1,0.01
9139,.chair,1,0.01
9140,????,1,0.01
9141,handlewithtap,1,0.01
9142,paperwasher,1,0.01
9143,pipeset,1,0.01
9144,anchor,1,0.01
9145,tabble,1,0.01
9146,wiremess,1,0.01
9147,whitboard,1,0.01
9148,wallhangings,1,0.01
9149,botel,1,0.01
9150,platrack,1,0.01
9151,kitchenzinc,1,0.01
9152,standflavour,1,0.01
9153,plantcontainers,1,0.01
9154,silverfootstep,1,0.01
9155,silverbin,1,0.01
9156,gabagebag,1,0.01
9157,aluminium,1,0.01
9158,firesaftybox,1,0.01
9159,steelbin,1,0.01
9160,officechairwheel,1,0.01
9161,typewritercover,1,0.01
9162,liquidcleaner,1,0.01
9163,aluminiumpannel,1,0.01
9164,bool,1,0.01
9165,phonereceiver,1,0.01
9166,spryer,1,0.01
9167,antennabase,1,0.01
9168,hacksaw,1,0.01
9169,monitorwithelectronicdevice,1,0.01
9170,showerscrubber,1,0.01
9171,uspsshippingbox,1,0.01
9172,upslabel,1,0.01
9173,jarofcream,1,0.01
9174,plasticfoodcontainer,1,0.01
9175,trialsizebottle,1,0.01
9176,promotionalitems,1,0.01
9177,materialswatches,1,0.01
9178,bottleofvitamins,1,0.01
9179,pa[pers,1,0.01
9180,shippingbox,1,0.01
9181,hot/coldthermos,1,0.01
9182,metalwaterbottle,1,0.01
9183,in/outtray,1,0.01
9184,monitpor,1,0.01
9185,whitewire,1,0.01
9186,paperchart,1,0.01
9187,watersink,1,0.01
9188,inductionstove,1,0.01
9189,woodendrawer,1,0.01
9190,machne,1,0.01
9191,blackwood,1,0.01
9192,deschair,1,0.01
9193,???,1,0.01
9194,plasticspoon,1,0.01
9195,cameratripod,1,0.01
9196,televisionwithbox,1,0.01
9197,jelpack,1,0.01
9198,electricteamaker,1,0.01
9199,camerabag,1,0.01
9200,caedboardbox,1,0.01
9201,brownpaperbundle,1,0.01
9202,whitepaperbundle,1,0.01
9203,blackpaperbundle,1,0.01
9204,computertable(wallmounted),1,0.01
9205,horn,1,0.01
9206,studychairs,1,0.01
9207,guerdon,1,0.01
9208,chalkboardmount,1,0.01
9209,chalkboardhandle,1,0.01
9210,chalkboardframe,1,0.01
9211,electricalplate,1,0.01
9212,chalkboardlayer,1,0.01
9213,chalkboardtray,1,0.01
9214,enterance,1,0.01
9215,woodroof,1,0.01
9216,meterbox,1,0.01
9217,equipments,1,0.01
9218,tableandcomputer,1,0.01
9219,glassfloor,1,0.01
9220,projectormachine,1,0.01
9221,connectors,1,0.01
9222,packingsheet,1,0.01
9223,birth,1,0.01
9224,coolerbox,1,0.01
9225,washingmechin,1,0.01
9226,bluecuff,1,0.01
9227,electricalcomponent,1,0.01
9228,windoglas,1,0.01
9229,clearbox,1,0.01
9230,"copym,achine",1,0.01
9231,chartorganizer,1,0.01
9232,shlef,1,0.01
9233,machinewithcords,1,0.01
9234,waterspew,1,0.01
9235,shield,1,0.01
9236,protectiveworksurface,1,0.01
9237,"officechair,rolling",1,0.01
9238,stackoftesttubes,1,0.01
9239,refridgeratorhandle,1,0.01
9240,electroniclabequipment,1,0.01
9241,beaker,1,0.01
9242,paperworkholder,1,0.01
9243,shelfwithhandle,1,0.01
9244,refrigrator,1,0.01
9245,electricsldevice,1,0.01
9246,woodplate,1,0.01
9247,glasstank,1,0.01
9248,mischalleneousobjects,1,0.01
9249,lunchcontainers,1,0.01
9250,nickbottle,1,0.01
9251,mirrorstand,1,0.01
9252,personalphoto,1,0.01
9253,boxofpersonalitems,1,0.01
9254,padofpaper,1,0.01
9255,deskstatuette,1,0.01
9256,tapedeispenser,1,0.01
9257,stickypad,1,0.01
